CLAVE SITIO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES
DLMIC1543W1,LAGUNA COSTERA EL CAIMAN 4,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,RÍO ACAPILCAN,LAGUNA COSTERA EL CAIMAN,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-102.32441,17.9775,2012-2024,,,,,19.75,Excelente,1427.994776,Contaminada,,,83.25584075,Excelente,,,49.5,Aceptable,21.6,Contaminada,10.23,Contaminada,,,,,,,,,<1,No tóxico,<1,No tóxico,AMARILLO,"CF,OD%M,OD%F,"
DLMIC1544W1,LAGUNA COSTERA EL CAIMAN 5,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,RÍO ACAPILCAN,LAGUNA COSTERA EL CAIMAN,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-102.3279,17.98442,2012-2024,,,,,20.415,Excelente,3745.053983,Contaminada,,,135.4656255,Buena calidad,,,40.55,Aceptable,16.6,Contaminada,11.1,Contaminada,,,,,,,,,<1,No tóxico,1.15,Toxicidad baja,AMARILLO,"CF,OD%M,OD%F,"
DLMIC1546,DESEMBOCADURA RIO CARRIZAL DE ARTEAGA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,RÍO ACAPILCAN,TRANSICION RIO - MAR,COSTERO,ESTERO,-102.37824,17.9873,2012-2024,,,,,47.5,Buena calidad,262.8214064,Aceptable,,,13.12605131,Excelente,,,90.4,Excelente,47.65,Aceptable,43.05,Aceptable,,,,,,,,,3.33,Toxicidad moderada,3,Toxicidad moderada,VERDE,
DLMIC1546M1,DESEMBOCADURA RIO CARRIZAL DE ARTEAGA-W1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LAZARO CARDENAS,RÍO ACAPILCAN,TRANSICION RIO - MAR,COSTERO,ESTERO,-102.378526,17.982329,2012-2024,,,,,16,Excelente,22.14149241,Excelente,,,5.758026127,Excelente,,,109.15,Excelente,100.3,Excelente,99.9,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1546W1,DESEMBOCADURA RIO CARRIZAL DE ARTEAGA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LAZARO CARDENAS,RÍO ACAPILCAN,TRANSICION RIO - MAR,COSTERO,ESTERO,-102.378526,17.982329,2012-2024,,,,,10.4,Excelente,<30,Excelente,,,50.19960159,Excelente,,,95.3,Excelente,,,96.3,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1584,RIO BALSAS 2,BALSAS,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,RÍO BAJO BALSAS,RIO BALSAS,LÓTICO - COSTERO (HUMEDAL),RÍO,-102.16969,17.9495,2012-2024,,,,,18.3,Excelente,539.1684962,Aceptable,,,25.12643496,Excelente,,,102.05,Excelente,87.2,Excelente,77.5,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1585,RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,BALSAS,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,RÍO BAJO BALSAS,RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,LÓTICO - COSTERO (HUMEDAL),RÍO,-102.18521,17.93875,2012-2024,,,,,10,Excelente,3093.457168,Contaminada,,,115.3553206,Buena calidad,,,93.45,Excelente,81.15,Excelente,62.8,Buena calidad,,,,,,,,,<1,No tóxico,<1,No tóxico,AMARILLO,"CF,"
DLMIC1624,DESEMBOCADURA  RIO COAHUAYANA 2,LERMA SANTIAGO PACÍFICO,COLIMA,TECOMÁN,COAHUAYANA 2,TRANSICION RIO - MAR,LÓTICO - COSTERO,BAHIA,-103.7386,18.6852,2012-2024,,,,,44,Buena calidad,9173.221264,Contaminada,,,287.9823494,Contaminada,,,95.05,Excelente,101.56665,Excelente,100.35,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,ROJO,"ENTEROCCF,"
DLMIC1625,"PLAYA BOCA DE APIZA SEG 39, 1 ISA10B",LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-103.73548,18.6836,2012-2024,,,,,12.165,Excelente,394.7065041,Aceptable,,,16.46728477,Excelente,,,101.25,Excelente,100.9,Excelente,101.465,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1626,"PLAYA BOCA DE APIZA  SEG 39, 2 ISA10B",LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-103.73241,18.68236,2012-2024,,,,,18,Excelente,202.096113,Aceptable,,,9.915957196,Excelente,,,100.1,Excelente,101,Excelente,98.345,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1653,DESEMBOCADURA RIO NEXPA2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,RÍO NEXPA,TRANSICION RIO - MAR,LÓTICO - COSTERO,ESTERO,-102.7885,18.084,2012-2024,,,,,119.585,Aceptable,484.3230019,Aceptable,,,11.32010756,Excelente,,,92.47,Excelente,74.2,Excelente,68.9,Buena calidad,,,,,,,,,1.69,Toxicidad moderada,<1,No tóxico,VERDE,
DLMIC1653M1,DESEMBOCADURA RIO NEXPA2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,RÍO NEXPA,OCEANO PACIFICO,COSTERO,MAR,-102.78719,18.07925,2012-2024,,,,,19.25,Excelente,45.87760043,Excelente,,,13.88395054,Excelente,,,106.85,Excelente,106.8,Excelente,104.3,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1654,PLAYON MEXIQUILLO 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS MARMEYERA-TUPITINA,PLAYON MEXIQUILLO,COSTERO (HUMEDAL),BAHIA,-102.81401,18.09528,2012-2024,,,,,40.5,Buena calidad,23.57578024,Excelente,,,4.435096434,Excelente,,,99,Excelente,101,Excelente,97.5,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1655,PLAYON MEXIQUILLO 2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS MARMEYERA-TUPITINA,PLAYON MEXIQUILLO,COSTERO (HUMEDAL),BAHIA,-102.903331,18.13406,2012-2024,,,,,23.5,Excelente,45.48354805,Excelente,,,6.790179942,Excelente,,,98.7,Excelente,99.9,Excelente,94.9,Excelente,,,,,,,,,2.25,Toxicidad moderada,<1,No tóxico,VERDE,
DLMIC1656,PLAYA MARUATA 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS AQUILA-OSTUTA,PLAYA MARUATA,COSTERO (HUMEDAL),BAHIA,-103.34867,18.26772,2012-2024,,,,,15.5,Excelente,52.46143435,Excelente,,,11.93469514,Excelente,,,99.1,Excelente,104.365,Excelente,104.215,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1657,PLAYA MARUATA 3,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS AQUILA-OSTUTA,PLAYA MARUATA,COSTERO (HUMEDAL),BAHIA,-103.34825,18.26871,2012-2024,,,,,10,Excelente,6553.726128,Contaminada,,,247.4790419,Contaminada,,,57.35,Buena calidad,,,,,,,,,,,,,2.82,Toxicidad moderada,<1,No tóxico,ROJO,"ENTEROCCF,"
DLMIC1659,PLAYA DE COLOLA 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS AQUILA-OSTUTA,PLAYA DE COLOLA,COSTERO (HUMEDAL),BAHIA,-103.42129,18.30145,2012-2024,,,,,28.3,Buena calidad,607.0226891,Aceptable,,,75.02660632,Excelente,,,97,Excelente,,,,,,,,,,,,,1.1,Toxicidad baja,<1,No tóxico,VERDE,
DLMIC1660,PLAYA DE COLOLA 2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS AQUILA-OSTUTA,PLAYA DE COLOLA,COSTERO (HUMEDAL),BAHIA,-103.43541,18.30652,2012-2024,,,,,44.5,Buena calidad,503.2980406,Aceptable,,,44.82677056,Excelente,,,98.75,Excelente,,,,,,,,,,,,,<1,No tóxico,1.08,Toxicidad baja,VERDE,
DLMIC1661,PLAYA DE COLOLA 3,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS AQUILA-OSTUTA,PLAYA DE COLOLA,COSTERO (HUMEDAL),BAHIA,-103.44821,18.31176,2012-2024,,,,,13.76,Excelente,31.31372908,Excelente,,,6.698423401,Excelente,,,99.8,Excelente,104.3,Excelente,102.7,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1662,DESEMBOCADURA DEL RIO SOSTULA A PLAYA LA TICLA2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS AQUILA-OSTUTA,OCEANO PACIFICO,LÓTICO - COSTERO,ESTERO,-103.55955,18.45462,2012-2024,,,,,18.8,Excelente,440.6923012,Aceptable,,,79.71586162,Excelente,,,101.7,Excelente,103.53,Excelente,,,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLMIC1662M1,PLAYA LA TICLA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,AQUILA,RÍOS AQUILA-OSTUTA,OCEANO PACIFICO,COSTERO,MAR,-103.558818,18.453831,2012-2024,,,,,21,Excelente,438.3591378,Aceptable,,,32.92301,Excelente,,,99,Excelente,,,,,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLNAY1825,LAGUNA AGUA GRANDE 5 (ESTERO TEACAPAN 5),PACÍFICO NORTE,NAYARIT,TECUALA,GRUPO DE CORRIENTES MARISMAS NACIONALES,LAGUNA AGUA GRANDE,COSTERO (HUMEDAL),LAGUNA,-105.6687,22.5068,2012-2024,,,,,26,Buena calidad,1160.27272,Contaminada,,,28.639748,Excelente,,,69.3,Buena calidad,70.4,Excelente,57.6,Buena calidad,,,,,,,,,<1,No tóxico,<1,No tóxico,AMARILLO,"CF,"
DLNAY1826W1,LAGUNA AGUA GRANDE DESEMBOCADURA (ESTERO TEACAPAN DESEMBOCADURA),PACÍFICO NORTE,NAYARIT,TECUALA,GRUPO DE CORRIENTES MARISMAS NACIONALES,ESTERO TEACAPAN,COSTERO (HUMEDAL),ESTERO,-105.74564,22.53808,2012-2024,,,,,19.25,Excelente,51.01620006,Excelente,,,3.394668606,Excelente,,,92.65,Excelente,83.5,Excelente,74.8,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,VERDE,
DLNAY1844,ESTERO TEAPAQUEÑO PUENTE LA COMPUERTA,PACÍFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,GRUPO DE CORRIENTES MARISMAS NACIONALES,ESTERO TEAPAQUEÑOS,COSTERO (HUMEDAL),ESTERO,-105.62304,22.05153,2012-2024,,,,,25.5,Buena calidad,3113.890474,Contaminada,,,8.444280807,Excelente,,,61.9,Buena calidad,18.63,Contaminada,18.2,Contaminada,,,,,,,,,<1,No tóxico,<1,No tóxico,AMARILLO,"CF,OD%M,OD%F,"
DLNAY1883W1,MARISMAS NACIONALES 5,PACÍFICO NORTE,NAYARIT,SANTIAGO IXCUINTLA,GRUPO DE CORRIENTES MARISMAS NACIONALES,CUERPO DE AGUA DEL HUMEDAL,LÓTICO - COSTERO (HUMEDAL),MARISMA,-105.47519,21.84153,2012-2024,,,,,38,Buena calidad,1475.136635,Contaminada,,,12.81739334,Excelente,,,67.685,Buena calidad,61.685,Buena calidad,62.5,Buena calidad,,,,,,,,,<1,No tóxico,<1,No tóxico,AMARILLO,"CF,"
