CLAVE SITIO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES
OCGCE0005RNL21,"RÍO BOBOS. LOCALIDAD FELIPE CARRILLO PUERTO, ANTES PASO LARGO, FRENTE A CLÍNICA DE SALUD",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO BOBOS,RÍO NAUTLA,LÓTICO,RÍO,-96.950322,20.132192,2012-2024,4.65,Buena calidad,<10,Excelente,,,400,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
OCGCE0006RNL,PIEDRAS NEGRAS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PIEDRAS NEGRAS,RÍO BLANCO,RÍO BLANCO,LÓTICO,RÍO,-96.18401,18.73972,2012-2024,7.8,Aceptable,76.42,Contaminada,,,640,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,"
OCGCE0017RNL,ARROYO CHICO ANTES CONFLUENCIA. LOS PESCADOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TEOCELO,LA ANTIGUA,LOS PESCADOS ,LÓTICO,RÍO,-96.85682,19.36728,2012-2024,,,<5,Excelente,,,430,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
OCGCE0018RNL,PUENTE LA HAMACA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TEOCELO,LA ANTIGUA,LOS PESCADOS ,LÓTICO,RÍO,-96.85618,19.38051,2012-2024,,,<5,Excelente,,,430,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
OCGCE0036RNL,UBERO OAXACA,GOLFO CENTRO,OAXACA,MATIAS ROMERO,COATZACOALCOS,RÍO COATZACOALCOS,LÓTICO,ARROYO,-96.01057,17.31975,2012-2024,4.95,Buena calidad,361.76,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,"
OCGCE3174M1,RIO MEDIO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,RÍO LA ANTIGUA,RIO MEDIO,LÓTICO,RÍO,-96.20357,19.22803,2012-2024,28.14,Aceptable,95.015,Contaminada,15.5,Excelente,12961.08439,Fuertemente contaminada,7674.488847,Fuertemente contaminada,,,14.3,Contaminada,,,,,,,1.67,Toxicidad moderada,27.82,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3178,SANTA URSULA (REF FAPATUX),GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-96.1835,18.0318,2012-2024,2,Excelente,23.115,Aceptable,10,Excelente,859.4749424,Aceptable,402.9994272,Buena calidad,,,70,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3179,CHACALTIAGUIS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,CHACALTIANGUIS,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-95.8443,18.29896,2012-2024,2,Excelente,23.16,Aceptable,16.5,Excelente,1078.173213,Contaminada,355.1227596,Buena calidad,,,61.55,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3180,TUXTEPEC (FAPATUX),GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-96.173278,18.034995,2012-2024,2,Excelente,14.42,Buena calidad,10,Excelente,7233.836942,Contaminada,463.8895558,Buena calidad,,,92.3,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3181,CARLOS A. CARRILLO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,CARLOS A. CARRILLO,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-95.73176,18.36382,2012-2024,2.075,Excelente,27.73,Aceptable,18,Excelente,2411.321824,Contaminada,867.9894015,Contaminada,,,60.9,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3182,TESECHOACAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ISLA,RÍO TESECHOACÁN,RIO TESECHOACAN,LÓTICO (HUMEDAL),RÍO,-95.64896,18.12549,2012-2024,2,Excelente,27.65,Aceptable,56,Buena calidad,1001.869403,Contaminada,495.8648037,Buena calidad,,,60,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3183,VILLA AZUETA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JOSÉ AZUETA,RÍO PLAYA VICENTE,RIO TESECHOACAN,LÓTICO (HUMEDAL),RÍO,-95.70105,18.07374,2012-2024,2,Excelente,25.0935,Aceptable,36,Buena calidad,2373.627203,Contaminada,872.1590353,Contaminada,,,61.1,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3184,LOMA BONITA,GOLFO CENTRO,OAXACA,LOMA BONITA,RÍO PAPALOAPAN,RIO OBISPO,LÓTICO (HUMEDAL),RÍO,-95.92351,18.08786,2012-2024,2,Excelente,17.95,Buena calidad,13.6,Excelente,6747.993944,Contaminada,639.0055943,Aceptable,,,75.4,Excelente,,,,,,,1.02,Toxicidad baja,1.14,Toxicidad baja,,,,,,,,,AMARILLO,"CF,"
OCGCE3185,TLACOJALPAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO,RÍO,-95.95449,18.23123,2012-2024,2,Excelente,24.96,Aceptable,17,Excelente,2102.425949,Contaminada,827.3359146,Aceptable,,,58.7,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3186,PALOMARES,GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO PAPALOAPAN,RIO OBISPO,LÓTICO,RÍO,-96.09643,17.96649,2012-2024,2,Excelente,15.275,Buena calidad,10,Excelente,6369.40079,Contaminada,545.0926258,Buena calidad,,,84.9,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3187,TUXTEPEC (CERVECERA),GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-96.13763,18.07974,2012-2024,2,Excelente,14.595,Buena calidad,10,Excelente,8640.708349,Contaminada,1454.221517,Fuertemente contaminada,,,92.99,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3188,SAN JOSE CHILAPA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PLAYA VICENTE,RÍO PLAYA VICENTE,RIO TESECHOACAN,LÓTICO (HUMEDAL),RÍO,-95.86595,17.79997,2012-2024,2,Excelente,24.145,Aceptable,40,Buena calidad,1905.10931,Contaminada,704.4403913,Aceptable,,,67.2,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3189,PLAYA VICENTE,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PLAYA VICENTE,RÍO PLAYA VICENTE,RIO TESECHOACAN,LÓTICO,RÍO,-95.78535,17.85,2012-2024,2,Excelente,26.43,Aceptable,15,Excelente,1891.258479,Contaminada,750.2655419,Aceptable,,,63,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3190,"COMPAÑÍA INDUSTRIAL AZUCARERA, S.A DE C.V. (AGUAS ABAJO)",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,RÍO SAN JUAN,ARROYO HUEYAPAN(AGUA ABAJO DE LA DESCARGA),LÓTICO,ARROYO,-95.183992,18.16055,2012-2024,7.25,Aceptable,28.89,Aceptable,17,Excelente,1264.628756,Contaminada,347.8549028,Buena calidad,,,77.2,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3190M1,"COMPAÑIA INDUSTRIAL AZUCARERA, S.A DE C.V. (AGUAS ABAJO)",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,RÍO SAN JUAN,ARROYO SANJA APESTOSA,LÓTICO,ARROYO,-95.19907,18.15366,2012-2024,473.335,Fuertemente contaminada,1390.4,Fuertemente contaminada,475,Fuertemente contaminada,10052.37964,Fuertemente contaminada,3852.515071,Fuertemente contaminada,,,10,Fuertemente contaminada,,,,,,,22.32,Toxicidad alta,76.34,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_D,TOX_V,E_COLI,CF,SST,OD%,"
OCGCE3191,"COMPAÑIA INDUSTRIAL AZUCARERA, S.A DE C.V. (AGUAS ARRIBA)",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,HUEYAPAN DE OCAMPO,RÍO SAN JUAN,ARROYO HUEYAPAN(AGUA ARRIBA DE LA DESCARGA),LÓTICO,DESCARGA,-95.18366,18.16055,2012-2024,2,Excelente,24.37,Aceptable,10,Excelente,1230.2661,Contaminada,499.3195835,Buena calidad,,,73.7,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3196,LOS PINOS (INGENIO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,LERDO DE TEJADA,LLANURAS DE PAPALOAPAN,ARROYO INNOMINADO AFLUENTE AL RIO SAN AGUSTIN,LÓTICO,ARROYO,-95.55155,18.65057,2012-2024,3.21,Buena calidad,33.735,Aceptable,10,Excelente,2961.702576,Contaminada,879.6854394,Contaminada,,,22,Contaminada,,,,,,,1.52,Toxicidad moderada,1.46,Toxicidad moderada,,,,,,,,,AMARILLO,"E_COLI,CF,OD%,"
OCGCE3197,HUMEDALES DE LA LAGUNA LA POPOTERA 1,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,CUERPO DE AGUA DEL HUMEDAL-HUMEDALES DE LA LAGUNA POPOTERA,LÓTICO (HUMEDAL),RÍO,-95.54771,18.65535,2012-2024,3.33,Buena calidad,42.14,Contaminada,10,Excelente,2598.818731,Contaminada,983.2421909,Contaminada,,,22.05,Contaminada,,,,,,,<1,No tóxico,7.35,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3198,LERDO DE TEJADA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,RIO SAN AGUSTIN,LÓTICO (HUMEDAL),RÍO,-95.55255,18.65561,2012-2024,2.71,Excelente,31.43,Aceptable,11,Excelente,2592.859849,Contaminada,740.8299007,Aceptable,,,39.5,Aceptable,,,,,,,<1,No tóxico,1.21,Toxicidad baja,,,,,,,,,AMARILLO,"CF,"
OCGCE3199,GUAYABAL 2,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SALTABARRANCA,LLANURAS DE PAPALOAPAN,RIO SAN AGUSTIN,LÓTICO (HUMEDAL),RÍO,-95.54672,18.61111,2012-2024,6,Buena calidad,46.14,Contaminada,18,Excelente,3823.328639,Contaminada,1087.205251,Fuertemente contaminada,,,55.5,Buena calidad,,,,,,,1.27,Toxicidad baja,4.44,Toxicidad moderada,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3200,GUAYABAL (INGENIO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,LERDO DE TEJADA,LLANURAS DE PAPALOAPAN,ARROYO INNOMINADO AFLUENTE AL RIO SAN AGUSTIN,LÓTICO,RÍO,-95.54312,18.60836,2012-2024,23,Aceptable,56.27,Contaminada,23,Excelente,3880.310115,Contaminada,1099.446766,Fuertemente contaminada,,,29.7,Contaminada,,,,,,,2.66,Toxicidad moderada,18.83,Toxicidad alta,,,,,,,,,ROJO,"DQO,TOX_V,E_COLI,CF,OD%,"
OCGCE3201,PASO SALTABARRANCA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SALTABARRANCA,LLANURAS DE PAPALOAPAN,RIO SAN AGUSTIN,LÓTICO (HUMEDAL),RÍO,-95.546474,18.584671,2012-2024,2,Excelente,25.39,Aceptable,13,Excelente,3370.99728,Contaminada,1454.316096,Fuertemente contaminada,,,65.9,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3202,TLACOTALPAN II,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN,LLANURAS DE PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-95.63833,18.613541,2012-2024,2,Excelente,31.66,Aceptable,26,Buena calidad,700.2082316,Aceptable,242.1690736,Buena calidad,,,69.6,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3203,TLACOTALPAN I,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN,LLANURAS DE PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-95.67234,18.61371,2012-2024,2,Excelente,34.735,Aceptable,15.5,Excelente,381.5634191,Aceptable,171.0992207,Buena calidad,,,68.7,Buena calidad,,,,,,,<1,No tóxico,1.8,Toxicidad moderada,,,,,,,,,VERDE,
OCGCE3204,PUENTE TLACOTALPAN,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO,LLANURAS DE PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-95.63918,18.71248,2012-2024,2,Excelente,29.21,Aceptable,25,Excelente,578.9712163,Aceptable,185.8137153,Buena calidad,,,70,Buena calidad,,,,,,,<1,No tóxico,1.77,Toxicidad moderada,,,,,,,,,VERDE,
OCGCE3210,RIO COATZACOALCOS (EL TRIUNFO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JESÚS CARRANZA,ALTO RÍO COATZACOALCOS,RIO COATZACOALCOS,LÓTICO (HUMEDAL),RÍO,-94.967069,17.424576,2012-2024,2,Excelente,17.09,Buena calidad,20,Excelente,986.4915361,Aceptable,95.73693419,Excelente,,,94.7,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3211,LAS PERLAS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,JESÚS CARRANZA,ALTO RÍO COATZACOALCOS,RIO COATZACOALCOS,LÓTICO (HUMEDAL),RÍO,-94.914575,17.415814,2012-2024,2,Excelente,14.97,Buena calidad,30,Buena calidad,1233.533735,Contaminada,97.08612058,Excelente,,,90.7,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3212,PROGRESO DE ZARAGOZA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COAHUITLÁN,RÍO TECOLUTLA,RIO NECAXA,LÓTICO,RÍO,-97.70474,20.27275,2012-2024,2,Excelente,10,Excelente,20.5,Excelente,4792.670079,Contaminada,1669.747507,Fuertemente contaminada,,,81.515,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3213,TUXTEPEC (COL. V.B.A.),GOLFO CENTRO,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,RÍO PAPALOAPAN,RIO PAPALOAPAN,LÓTICO (HUMEDAL),RÍO,-96.13129,18.10179,2012-2024,2,Excelente,13.31,Buena calidad,10,Excelente,15648.04339,Fuertemente contaminada,7692.886166,Fuertemente contaminada,,,93.95,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3214,PUENTE ENTABLADERO (ESPINAL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ESPINAL,RÍO TECOLUTLA,RIO NECAXA,LÓTICO,RÍO,-97.55879,20.26732,2012-2024,2,Excelente,10,Excelente,16.5,Excelente,3339.366868,Contaminada,662.7357291,Aceptable,,,83.2,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3216,PUENTE ESPINAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ESPINAL,RÍO TECOLUTLA,RIO TECOLUTLA,LÓTICO (HUMEDAL),RÍO,-97.39753,20.24127,2012-2024,2,Excelente,10,Excelente,21,Excelente,2204.340997,Contaminada,407.0269277,Buena calidad,,,88.3,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3217,PASO VALENCIA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,RÍO TECOLUTLA,RIO  TECOLUTLA,LÓTICO,RÍO,-97.31859,20.2731,2012-2024,2,Excelente,10,Excelente,24,Excelente,2548.764586,Contaminada,385.6305633,Buena calidad,,,89.53,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3218,PUENTE REMOLINO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,RÍO TECOLUTLA,RIO  TECOLUTLA,LÓTICO (HUMEDAL),RÍO,-97.23894,20.39775,2012-2024,2,Excelente,10.06,Buena calidad,19,Excelente,1836.456186,Contaminada,406.3906051,Buena calidad,,,84.21,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3219,PUENTE TECOLUTLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,GUTIÉRREZ ZAMORA,RÍO TECOLUTLA,RIO TECOLUTLA,LÓTICO (HUMEDAL),RÍO,-97.08289,20.43678,2012-2024,2,Excelente,10,Excelente,18,Excelente,2192.566083,Contaminada,423.705037,Buena calidad,,,73.67,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3220,CRUZ DE LOS ESTEROS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,GUTIÉRREZ ZAMORA,RÍO TECOLUTLA,ESTUARIO EL NEGRO,LÓTICO (HUMEDAL),RÍO,-97.01759,20.46902,2012-2024,2.11,Excelente,41.41,Contaminada,20,Excelente,2312.571697,Contaminada,683.4714666,Aceptable,,,67.53,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,ROJO,"DQO,CF,"
OCGCE3221,ESTERO LOS NARANJOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TECOLUTLA,RÍO TECOLUTLA,ESTUARIO LARIOS,LÓTICO (HUMEDAL),RÍO,-97.00859,20.46572,2012-2024,2,Excelente,33.7,Aceptable,27,Buena calidad,1849.236315,Contaminada,141.280537,Buena calidad,,,94,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3232,PUENTE NAUTLA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NAUTLA,RÍO NAUTLA,RIO BOBOS,LÓTICO - COSTERO,RÍO,-96.77969,20.21126,2012-2024,2,Excelente,15.95,Buena calidad,15,Excelente,2071.59436,Contaminada,574.9649845,Buena calidad,,,73.9,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3233,EL RAUDAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NAUTLA,RÍO MISANTLA,RIO MISANTLA,LÓTICO - COSTERO,RÍO,-96.7206,20.15772,2012-2024,2,Excelente,16.0715,Buena calidad,15,Excelente,1609.483208,Contaminada,265.5005366,Buena calidad,,,83.2,Excelente,,,,,,,2.2,Toxicidad moderada,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3235,PANGA JICALTEPEC,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,RIO BOBOS,LÓTICO (HUMEDAL),RÍO,-96.85088,20.17025,2012-2024,2,Excelente,23.945,Aceptable,18,Excelente,2382.390003,Contaminada,986.9395546,Contaminada,,,53,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3236,EL PITAL,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,RIO BOBOS,LÓTICO (HUMEDAL),RÍO,-96.89745,20.15212,2012-2024,2.015,Excelente,28.4,Aceptable,16,Excelente,1768.807013,Contaminada,598.0072529,Aceptable,,,55.25,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3237,PUNTILLA ALDAMA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,RÍO VEGA DE SAN MARCOS,LÓTICO,RÍO,-96.9134,20.17439,2012-2024,2,Excelente,31.765,Aceptable,10,Excelente,2255.503131,Contaminada,758.2646826,Aceptable,,,46.7,Aceptable,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3238,TRES ENCINOS,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,ESTERO TRES ENCINOS,LÓTICO - COSTERO (HUMEDAL),RÍO,-96.90388,20.23582,2012-2024,4.915,Buena calidad,42.93,Contaminada,16,Excelente,5612.380236,Contaminada,1719.397573,Fuertemente contaminada,,,55.45,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,ROJO,"DQO,E_COLI,CF,"
OCGCE3239,FELIPE CARRILLO PUERTO,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO NAUTLA,RIO BOBOS,LÓTICO (HUMEDAL),RÍO,-96.95467,20.13239,2012-2024,2,Excelente,26.37,Aceptable,12.5,Excelente,3772.864706,Contaminada,1195.334372,Fuertemente contaminada,,,57.4,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3240,MARTINEZ DE LA TORRE (CITROFRUT),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL,RÍO NAUTLA,ARROYO LA BASINICA AFLUENTE AL RIO BOBOS,LÓTICO,ARROYO,-96.9304,20.14386,2012-2024,2.264,Excelente,29,Aceptable,10,Excelente,947.1689697,Aceptable,344.5291874,Buena calidad,,,31.3,Aceptable,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3241,MARTINEZ DE LA TORRE  (INGENIO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO NAUTLA,RIO BOBOS,LÓTICO,RÍO,-97.04068,20.06192,2012-2024,2,Excelente,23.48,Aceptable,10.5,Excelente,3398.17505,Contaminada,1292.822132,Fuertemente contaminada,,,60.1,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3242,PUENTE MARTINEZ,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO NAUTLA,RIO BOBOS,LÓTICO (HUMEDAL),RÍO,-97.05258,20.06032,2012-2024,2,Excelente,22.27,Aceptable,10,Excelente,3104.866676,Contaminada,929.5433831,Contaminada,,,60.2,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"E_COLI,CF,"
OCGCE3243,MARTINEZ DE LA TORRE (CITROSOL),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE,RÍO NAUTLA,ARROYO EL DIAMANTE,LÓTICO,RÍO,-97.06351,20.07838,2012-2024,700,Fuertemente contaminada,1246,Fuertemente contaminada,111.65,Aceptable,7109.250482,Contaminada,2786.654588,Fuertemente contaminada,,,13.6,Contaminada,,,,,,,83.89,Toxicidad alta,33333.33,Toxicidad alta,,,,,,,,,ROJO,"DBO,DQO,TOX_D,TOX_V,E_COLI,CF,OD%,"
OCGCE3244,MARTINEZ DE LA TORRE,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TLAPACOYAN,RÍO NAUTLA,RIO BOBOS,LÓTICO,RÍO,-97.0937,20.04443,2012-2024,2,Excelente,28.02,Aceptable,12,Excelente,1903.24506,Contaminada,539.1339985,Buena calidad,,,70,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
OCGCE3245,RIO BOBOS (EL FILO),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,ATZALAN,RÍO NAUTLA,RIO BOBOS,LÓTICO,RÍO,-97.1641,19.92772,2012-2024,2,Excelente,21.15,Aceptable,10,Excelente,555.5808023,Aceptable,245.2651807,Buena calidad,,,68,Buena calidad,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,VERDE,
OCGCE3246,PASO JARDIN,GOLFO CENTRO,PUEBLA,AYOTOXCO DE GUERRERO,RÍO TECOLUTLA,RIO APULCO AFLUENTE DEL RIO TECOLUTLA,LÓTICO,RÍO,-97.46045,20.12511,2012-2024,2,Excelente,22.805,Aceptable,38.5,Buena calidad,2211.113938,Contaminada,552.0556668,Buena calidad,,,79.2,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,,,,,,,,,AMARILLO,"CF,"
